UID,最後統計日期,縣市,鄉鎮,年齡層,累計確診人數
2661,2023-03-19,雲林縣,東勢鄉,70+,421
2662,2023-03-18,雲林縣,東勢鄉,45-49,211
2663,2023-03-18,雲林縣,東勢鄉,25-29,224
2664,2023-03-18,雲林縣,東勢鄉,20-24,213
2665,2023-03-16,雲林縣,東勢鄉,60-64,176
2666,2023-03-15,雲林縣,東勢鄉,35-39,250
2667,2023-03-15,雲林縣,東勢鄉,50-54,194
2668,2023-03-13,雲林縣,東勢鄉,40-44,251
2669,2023-03-11,雲林縣,東勢鄉,4,28
2670,2023-03-11,雲林縣,東勢鄉,30-34,176
2671,2023-03-09,雲林縣,東勢鄉,15-19,250
2672,2023-03-09,雲林縣,東勢鄉,0,22
2673,2023-03-08,雲林縣,東勢鄉,55-59,157
2674,2023-03-08,雲林縣,東勢鄉,10-14,207
2675,2023-03-03,雲林縣,東勢鄉,5-9,180
2676,2023-02-19,雲林縣,東勢鄉,65-69,144
2677,2023-02-16,雲林縣,東勢鄉,1,36
2678,2023-02-09,雲林縣,東勢鄉,3,30
2679,2023-02-05,雲林縣,東勢鄉,2,41
