UID,最後統計日期,縣市,鄉鎮,年齡層,累計確診人數
4485,2023-06-14,台中市,后里區,1,214
4486,2023-03-21,台中市,后里區,10-14,1243
4487,2023-03-20,台中市,后里區,65-69,794
4488,2023-03-20,台中市,后里區,30-34,1913
4489,2023-03-20,台中市,后里區,55-59,1028
4490,2023-03-20,台中市,后里區,25-29,2250
4491,2023-03-20,台中市,后里區,35-39,1930
4492,2023-03-20,台中市,后里區,70+,1394
4493,2023-03-19,台中市,后里區,50-54,1084
4494,2023-03-19,台中市,后里區,40-44,1914
4495,2023-03-19,台中市,后里區,20-24,1430
4496,2023-03-19,台中市,后里區,45-49,1375
4497,2023-03-18,台中市,后里區,60-64,925
4498,2023-03-18,台中市,后里區,15-19,1260
4499,2023-03-17,台中市,后里區,3,228
4500,2023-03-15,台中市,后里區,4,247
4501,2023-03-14,台中市,后里區,5-9,1338
4502,2023-03-13,台中市,后里區,0,153
4503,2023-03-10,台中市,后里區,2,197
