UID,最後統計日期,縣市,鄉鎮,年齡層,累計確診人數
5910,2023-06-14,新竹縣,芎林鄉,40-44,752
5911,2023-03-21,新竹縣,芎林鄉,30-34,791
5912,2023-03-20,新竹縣,芎林鄉,45-49,663
5913,2023-03-19,新竹縣,芎林鄉,35-39,749
5914,2023-03-19,新竹縣,芎林鄉,25-29,798
5915,2023-03-18,新竹縣,芎林鄉,50-54,560
5916,2023-03-18,新竹縣,芎林鄉,0,72
5917,2023-03-18,新竹縣,芎林鄉,20-24,656
5918,2023-03-18,新竹縣,芎林鄉,65-69,345
5919,2023-03-17,新竹縣,芎林鄉,5-9,490
5920,2023-03-16,新竹縣,芎林鄉,1,101
5921,2023-03-16,新竹縣,芎林鄉,15-19,532
5922,2023-03-16,新竹縣,芎林鄉,10-14,496
5923,2023-03-16,新竹縣,芎林鄉,60-64,463
5924,2023-03-15,新竹縣,芎林鄉,3,69
5925,2023-03-15,新竹縣,芎林鄉,70+,917
5926,2023-03-15,新竹縣,芎林鄉,2,72
5927,2023-03-14,新竹縣,芎林鄉,55-59,519
5928,2023-02-26,新竹縣,芎林鄉,4,91
