UID,最後統計日期,縣市,鄉鎮,年齡層,累計確診人數
2528,2023-03-20,雲林縣,虎尾鎮,10-14,1942
2529,2023-03-20,雲林縣,虎尾鎮,4,322
2530,2023-03-20,雲林縣,虎尾鎮,35-39,2570
2531,2023-03-20,雲林縣,虎尾鎮,15-19,2294
2532,2023-03-20,雲林縣,虎尾鎮,3,305
2533,2023-03-20,雲林縣,虎尾鎮,30-34,2153
2534,2023-03-20,雲林縣,虎尾鎮,5-9,1866
2535,2023-03-20,雲林縣,虎尾鎮,65-69,1095
2536,2023-03-19,雲林縣,虎尾鎮,20-24,3054
2537,2023-03-19,雲林縣,虎尾鎮,25-29,2240
2538,2023-03-19,雲林縣,虎尾鎮,40-44,2790
2539,2023-03-19,雲林縣,虎尾鎮,45-49,2412
2540,2023-03-19,雲林縣,虎尾鎮,55-59,1450
2541,2023-03-19,雲林縣,虎尾鎮,60-64,1269
2542,2023-03-19,雲林縣,虎尾鎮,70+,2083
2543,2023-03-18,雲林縣,虎尾鎮,50-54,1765
2544,2023-03-17,雲林縣,虎尾鎮,1,300
2545,2023-03-15,雲林縣,虎尾鎮,0,201
2546,2023-03-07,雲林縣,虎尾鎮,2,324
