UID,個案死亡日,縣市別,區域,新增死亡人數,累計死亡人數,七天移動平均新增死亡人數
481,2023-03-20,南投縣,魚池鄉,1,14,0.14
1474,2023-02-27,南投縣,魚池鄉,1,13,0.14
1938,2023-02-19,南投縣,魚池鄉,1,12,0.14
2562,2023-02-09,南投縣,魚池鄉,1,11,0.14
3908,2023-01-16,南投縣,魚池鄉,1,10,0.14
5084,2022-12-22,南投縣,魚池鄉,1,9,0.14
5432,2022-12-13,南投縣,魚池鄉,1,8,0.29
5620,2022-12-08,南投縣,魚池鄉,1,7,0.14
7540,2022-10-30,南投縣,魚池鄉,1,6,0.14
8669,2022-10-14,南投縣,魚池鄉,1,5,0.14
9549,2022-10-01,南投縣,魚池鄉,1,4,0.14
10013,2022-09-23,南投縣,魚池鄉,1,3,0.14
14176,2022-07-04,南投縣,魚池鄉,1,2,0.14
16808,2022-06-10,南投縣,魚池鄉,1,1,0.14
