UID,最後統計日期,縣市,鄉鎮,年齡層,累計確診人數
324,2023-06-14,新北市,八里區,40-44,1911
325,2023-06-14,新北市,八里區,25-29,1777
326,2023-06-14,新北市,八里區,55-59,1290
327,2023-06-14,新北市,八里區,35-39,1680
328,2023-06-14,新北市,八里區,20-24,1434
329,2023-03-20,新北市,八里區,60-64,1007
330,2023-03-20,新北市,八里區,65-69,810
331,2023-03-19,新北市,八里區,4,196
332,2023-03-19,新北市,八里區,45-49,1482
333,2023-03-19,新北市,八里區,30-34,1673
334,2023-03-19,新北市,八里區,50-54,1394
335,2023-03-18,新北市,八里區,70+,1189
336,2023-03-18,新北市,八里區,10-14,997
337,2023-03-17,新北市,八里區,15-19,1053
338,2023-03-17,新北市,八里區,0,153
339,2023-03-16,新北市,八里區,3,170
340,2023-03-16,新北市,八里區,1,166
341,2023-03-15,新北市,八里區,5-9,1073
342,2023-03-14,新北市,八里區,2,181
