UID,最後統計日期,縣市,鄉鎮,年齡層,累計確診人數
5606,2023-03-20,彰化縣,埔鹽鄉,40-44,908
5607,2023-03-20,彰化縣,埔鹽鄉,15-19,736
5608,2023-03-20,彰化縣,埔鹽鄉,20-24,671
5609,2023-03-19,彰化縣,埔鹽鄉,60-64,559
5610,2023-03-19,彰化縣,埔鹽鄉,45-49,694
5611,2023-03-19,彰化縣,埔鹽鄉,50-54,605
5612,2023-03-18,彰化縣,埔鹽鄉,25-29,877
5613,2023-03-18,彰化縣,埔鹽鄉,55-59,634
5614,2023-03-18,彰化縣,埔鹽鄉,0,65
5615,2023-03-18,彰化縣,埔鹽鄉,30-34,892
5616,2023-03-17,彰化縣,埔鹽鄉,35-39,927
5617,2023-03-17,彰化縣,埔鹽鄉,65-69,473
5618,2023-03-17,彰化縣,埔鹽鄉,10-14,596
5619,2023-03-17,彰化縣,埔鹽鄉,5-9,686
5620,2023-03-15,彰化縣,埔鹽鄉,1,122
5621,2023-03-15,彰化縣,埔鹽鄉,4,126
5622,2023-03-13,彰化縣,埔鹽鄉,70+,1108
5623,2023-03-06,彰化縣,埔鹽鄉,2,140
5624,2023-02-20,彰化縣,埔鹽鄉,3,121
