UID,最後統計日期,縣市,鄉鎮,年齡層,累計確診人數
6574,2023-06-14,連江縣,莒光鄉,5-9,7
6575,2023-06-14,連江縣,莒光鄉,40-44,22
6576,2023-06-14,連江縣,莒光鄉,30-34,29
6577,2023-06-14,連江縣,莒光鄉,20-24,55
6578,2023-06-14,連江縣,莒光鄉,65-69,14
6579,2023-02-25,連江縣,莒光鄉,10-14,10
6580,2023-02-08,連江縣,莒光鄉,60-64,5
6581,2023-02-08,連江縣,莒光鄉,50-54,16
6582,2023-02-07,連江縣,莒光鄉,25-29,32
6583,2023-02-03,連江縣,莒光鄉,70+,27
6584,2023-01-31,連江縣,莒光鄉,55-59,24
6585,2023-01-21,連江縣,莒光鄉,35-39,11
6586,2023-01-20,連江縣,莒光鄉,3,4
6587,2022-11-21,連江縣,莒光鄉,15-19,7
6588,2022-11-19,連江縣,莒光鄉,2,6
6589,2022-10-27,連江縣,莒光鄉,45-49,15
6590,2022-10-22,連江縣,莒光鄉,0,2
6591,2022-05-29,連江縣,莒光鄉,4,1
