UID,最後統計日期,縣市,鄉鎮,年齡層,累計確診人數
4884,2023-03-20,台東縣,池上鄉,70+,307
4885,2023-03-19,台東縣,池上鄉,40-44,104
4886,2023-03-19,台東縣,池上鄉,15-19,129
4887,2023-03-18,台東縣,池上鄉,25-29,128
4888,2023-03-18,台東縣,池上鄉,50-54,132
4889,2023-03-16,台東縣,池上鄉,65-69,123
4890,2023-03-15,台東縣,池上鄉,35-39,131
4891,2023-03-12,台東縣,池上鄉,60-64,132
4892,2023-03-11,台東縣,池上鄉,5-9,114
4893,2023-03-09,台東縣,池上鄉,30-34,122
4894,2023-03-09,台東縣,池上鄉,55-59,139
4895,2023-03-06,台東縣,池上鄉,45-49,150
4896,2023-03-02,台東縣,池上鄉,10-14,98
4897,2023-02-20,台東縣,池上鄉,20-24,119
4898,2023-02-04,台東縣,池上鄉,3,18
4899,2023-01-20,台東縣,池上鄉,0,12
4900,2022-12-31,台東縣,池上鄉,1,20
4901,2022-12-03,台東縣,池上鄉,2,16
4902,2022-10-30,台東縣,池上鄉,4,21
