UID,最後統計日期,縣市,鄉鎮,年齡層,累計確診人數
5929,2023-06-14,新竹縣,全區,40-44,30345
5930,2023-06-14,新竹縣,全區,30-34,28872
5931,2023-06-14,新竹縣,全區,10-14,17263
5932,2023-06-14,新竹縣,全區,45-49,22491
5933,2023-06-14,新竹縣,全區,5-9,19566
5934,2023-06-14,新竹縣,全區,25-29,26660
5935,2023-06-14,新竹縣,全區,70+,15371
5936,2023-06-14,新竹縣,全區,35-39,29236
5937,2023-06-14,新竹縣,全區,55-59,12827
5938,2023-06-14,新竹縣,全區,20-24,17560
5939,2023-06-14,新竹縣,全區,1,3063
5940,2023-05-12,新竹縣,全區,65-69,8288
5941,2023-03-21,新竹縣,全區,0,2119
5942,2023-03-20,新竹縣,全區,15-19,15740
5943,2023-03-20,新竹縣,全區,60-64,10585
5944,2023-03-20,新竹縣,全區,50-54,16125
5945,2023-03-20,新竹縣,全區,4,3504
5946,2023-03-20,新竹縣,全區,3,3142
5947,2023-03-18,新竹縣,全區,2,3011
