UID,發佈統計日期,縣市,年齡層,第1劑接種率,第2劑接種率,基礎加強劑接種率,第1次追加劑接種率,第2次追加劑接種率,第3次追加劑接種率,第4次追加劑接種率,第5次追加劑接種率
7221,2023-02-13,雲林縣,75歲以上,82.40,78.10,0.80,67.80,34.70,7.00,0.00,0.00
7468,2023-02-06,雲林縣,全區,90.60,86.10,0.60,73.50,19.90,0.00,0.00,0.00
7469,2023-02-06,雲林縣,6個月-4歲,48.50,24.60,1.70,0.00,0.00,0.00,0.00,0.00
7470,2023-02-06,雲林縣,5-11歲,90.00,72.50,0.10,19.90,1.40,0.00,0.00,0.00
7471,2023-02-06,雲林縣,12-17歲,95.50,89.40,0.20,69.20,16.00,0.00,0.00,0.00
7472,2023-02-06,雲林縣,18-29歲,97.10,94.00,0.30,81.80,10.40,0.00,0.00,0.00
7473,2023-02-06,雲林縣,30-49歲,93.70,90.50,0.50,80.90,15.10,0.00,0.00,0.00
7474,2023-02-06,雲林縣,50-64歲,90.80,88.20,0.60,80.20,24.40,0.00,0.00,0.00
7475,2023-02-06,雲林縣,65-74歲,89.90,87.60,0.80,80.70,39.70,7.90,0.00,0.00
7476,2023-02-06,雲林縣,75歲以上,82.40,78.10,0.80,67.70,34.50,6.80,0.00,0.00
7723,2023-01-30,雲林縣,全區,90.60,86.10,0.60,73.40,19.60,0.00,0.00,0.00
7724,2023-01-30,雲林縣,6個月-4歲,48.50,24.20,1.50,0.00,0.00,0.00,0.00,0.00
7725,2023-01-30,雲林縣,5-11歲,90.00,72.40,0.10,19.50,1.40,0.00,0.00,0.00
7726,2023-01-30,雲林縣,12-17歲,95.80,89.60,0.20,69.10,15.70,0.00,0.00,0.00
7727,2023-01-30,雲林縣,18-29歲,97.10,94.10,0.30,81.80,10.10,0.00,0.00,0.00
7728,2023-01-30,雲林縣,30-49歲,93.80,90.60,0.50,80.90,14.70,0.00,0.00,0.00
7729,2023-01-30,雲林縣,50-64歲,90.80,88.20,0.60,80.20,24.10,0.00,0.00,0.00
7730,2023-01-30,雲林縣,65-74歲,89.90,87.60,0.80,80.70,39.50,7.60,0.00,0.00
7731,2023-01-30,雲林縣,75歲以上,82.50,78.10,0.80,67.70,34.30,6.60,0.00,0.00
7978,2023-01-16,雲林縣,全區,90.60,86.10,0.60,73.30,19.20,0.00,0.00,0.00
7979,2023-01-16,雲林縣,6個月-4歲,48.80,23.90,1.40,0.00,0.00,0.00,0.00,0.00
7980,2023-01-16,雲林縣,5-11歲,90.10,72.40,0.10,18.50,1.50,0.00,0.00,0.00
7981,2023-01-16,雲林縣,12-17歲,96.10,89.90,0.20,69.30,15.60,0.00,0.00,0.00
7982,2023-01-16,雲林縣,18-29歲,97.10,94.00,0.30,81.70,9.40,0.00,0.00,0.00
7983,2023-01-16,雲林縣,30-49歲,93.80,90.60,0.50,80.80,14.10,0.00,0.00,0.00
7984,2023-01-16,雲林縣,50-64歲,90.80,88.20,0.60,80.20,23.70,0.00,0.00,0.00
7985,2023-01-16,雲林縣,65-74歲,89.70,87.40,0.80,80.50,39.20,7.20,0.00,0.00
7986,2023-01-16,雲林縣,75歲以上,82.30,78.00,0.80,67.50,34.10,6.20,0.00,0.00
8233,2023-01-09,雲林縣,全區,90.60,85.90,0.50,73.00,0.00,0.00,0.00,0.00
8234,2023-01-09,雲林縣,6個月-4歲,47.80,21.70,0.90,0.00,0.00,0.00,0.00,0.00
8235,2023-01-09,雲林縣,5-11歲,90.30,72.10,0.00,15.00,0.00,0.00,0.00,0.00
8236,2023-01-09,雲林縣,12-17歲,95.90,89.80,0.20,68.90,0.00,0.00,0.00,0.00
8237,2023-01-09,雲林縣,18-29歲,97.00,93.90,0.30,81.50,0.00,0.00,0.00,0.00
8238,2023-01-09,雲林縣,30-49歲,93.80,90.60,0.50,80.70,0.00,0.00,0.00,0.00
8239,2023-01-09,雲林縣,50-64歲,90.90,88.20,0.60,80.10,22.90,0.00,0.00,0.00
8240,2023-01-09,雲林縣,65-74歲,89.80,87.50,0.80,80.50,38.60,6.30,0.00,0.00
8241,2023-01-09,雲林縣,75歲以上,82.30,78.00,0.80,67.40,33.70,5.60,0.00,0.00
8488,2023-01-02,雲林縣,全區,90.60,85.90,0.50,73.00,0.00,0.00,0.00,0.00
8489,2023-01-02,雲林縣,6個月-4歲,47.80,21.70,0.90,0.00,0.00,0.00,0.00,0.00
8490,2023-01-02,雲林縣,5-11歲,90.30,72.10,0.00,15.00,0.00,0.00,0.00,0.00
8491,2023-01-02,雲林縣,12-17歲,95.90,89.80,0.20,68.90,0.00,0.00,0.00,0.00
8492,2023-01-02,雲林縣,18-29歲,97.00,93.90,0.30,81.50,0.00,0.00,0.00,0.00
8493,2023-01-02,雲林縣,30-49歲,93.80,90.60,0.50,80.70,0.00,0.00,0.00,0.00
8494,2023-01-02,雲林縣,50-64歲,90.90,88.20,0.60,80.10,22.00,0.00,0.00,0.00
8495,2023-01-02,雲林縣,65-74歲,89.80,87.40,0.80,80.50,37.90,5.60,0.00,0.00
8496,2023-01-02,雲林縣,75歲以上,82.20,77.80,0.80,67.30,33.20,5.00,0.00,0.00
8743,2022-12-26,雲林縣,全區,90.60,85.90,0.50,72.50,0.00,0.00,0.00,0.00
8744,2022-12-26,雲林縣,6個月-4歲,47.70,21.30,0.70,0.00,0.00,0.00,0.00,0.00
8745,2022-12-26,雲林縣,5-11歲,90.30,71.90,0.00,7.80,0.00,0.00,0.00,0.00
8746,2022-12-26,雲林縣,12-17歲,96.00,89.80,0.20,68.30,0.00,0.00,0.00,0.00
8747,2022-12-26,雲林縣,18-29歲,97.10,94.00,0.30,81.50,0.00,0.00,0.00,0.00
8748,2022-12-26,雲林縣,30-49歲,93.80,90.60,0.50,80.70,0.00,0.00,0.00,0.00
8749,2022-12-26,雲林縣,50-64歲,90.90,88.20,0.60,80.10,21.40,0.00,0.00,0.00
8750,2022-12-26,雲林縣,65-74歲,89.70,87.30,0.80,80.30,37.50,5.10,0.00,0.00
8751,2022-12-26,雲林縣,75歲以上,82.20,77.80,0.90,67.20,32.80,4.70,0.00,0.00
8998,2022-12-19,雲林縣,全區,90.60,85.90,0.50,72.10,0.00,0.00,0.00,0.00
8999,2022-12-19,雲林縣,6個月-4歲,47.60,20.70,0.50,0.00,0.00,0.00,0.00,0.00
9000,2022-12-19,雲林縣,5-11歲,90.40,71.70,0.00,2.10,0.00,0.00,0.00,0.00
9001,2022-12-19,雲林縣,12-17歲,96.10,89.80,0.20,67.00,0.00,0.00,0.00,0.00
9002,2022-12-19,雲林縣,18-29歲,97.10,94.00,0.30,81.50,0.00,0.00,0.00,0.00
9003,2022-12-19,雲林縣,30-49歲,93.90,90.60,0.50,80.60,0.00,0.00,0.00,0.00
9004,2022-12-19,雲林縣,50-64歲,90.90,88.20,0.60,80.00,21.10,0.00,0.00,0.00
9005,2022-12-19,雲林縣,65-74歲,89.60,87.30,0.80,80.30,37.20,4.90,0.00,0.00
9006,2022-12-19,雲林縣,75歲以上,82.20,77.80,0.90,67.10,32.70,4.40,0.00,0.00
9253,2022-12-14,雲林縣,全區,90.60,85.90,0.50,72.00,0.00,0.00,0.00,0.00
9254,2022-12-14,雲林縣,6個月-4歲,47.60,20.30,0.40,0.00,0.00,0.00,0.00,0.00
9255,2022-12-14,雲林縣,5-11歲,90.40,71.70,0.00,1.30,0.00,0.00,0.00,0.00
9256,2022-12-14,雲林縣,12-17歲,96.20,89.80,0.30,66.20,0.00,0.00,0.00,0.00
9257,2022-12-14,雲林縣,18-29歲,97.20,94.00,0.30,81.40,0.00,0.00,0.00,0.00
9258,2022-12-14,雲林縣,30-49歲,93.90,90.60,0.50,80.60,0.00,0.00,0.00,0.00
9259,2022-12-14,雲林縣,50-64歲,90.90,88.20,0.60,80.00,20.90,0.00,0.00,0.00
9260,2022-12-14,雲林縣,65-74歲,89.60,87.20,0.80,80.20,36.90,4.70,0.00,0.00
9261,2022-12-14,雲林縣,75歲以上,82.20,77.80,0.90,67.10,32.50,4.30,0.00,0.00
9508,2022-12-05,雲林縣,全區,94.50,89.40,0.50,74.80,0.00,0.00,0.00,0.00
9509,2022-12-05,雲林縣,6個月-4歲,46.90,19.00,0.20,0.00,0.00,0.00,0.00,0.00
9510,2022-12-05,雲林縣,5-11歲,90.60,71.50,0.00,0.40,0.00,0.00,0.00,0.00
9511,2022-12-05,雲林縣,12-17歲,96.10,89.70,0.30,65.70,0.00,0.00,0.00,0.00
9512,2022-12-05,雲林縣,18-29歲,103.70,100.10,0.30,86.20,0.00,0.00,0.00,0.00
9513,2022-12-05,雲林縣,30-49歲,102.20,98.60,0.50,87.20,0.00,0.00,0.00,0.00
9514,2022-12-05,雲林縣,50-64歲,92.10,89.10,0.60,80.90,20.90,0.00,0.00,0.00
9515,2022-12-05,雲林縣,65-74歲,90.90,88.30,0.90,80.70,36.80,4.50,0.00,0.00
9516,2022-12-05,雲林縣,75歲以上,83.20,78.00,0.90,67.00,32.10,4.00,0.00,0.00
9763,2022-11-28,雲林縣,全區,94.50,89.30,0.50,74.70,0.00,0.00,0.00,0.00
9764,2022-11-28,雲林縣,6個月-4歲,46.70,18.20,0.10,0.00,0.00,0.00,0.00,0.00
9765,2022-11-28,雲林縣,5-11歲,90.50,71.10,0.00,0.00,0.00,0.00,0.00,0.00
9766,2022-11-28,雲林縣,12-17歲,96.30,89.90,0.30,65.60,0.00,0.00,0.00,0.00
9767,2022-11-28,雲林縣,18-29歲,103.80,100.10,0.30,86.20,0.00,0.00,0.00,0.00
9768,2022-11-28,雲林縣,30-49歲,102.20,98.60,0.50,87.10,0.00,0.00,0.00,0.00
9769,2022-11-28,雲林縣,50-64歲,92.10,89.10,0.60,80.90,20.50,0.00,0.00,0.00
9770,2022-11-28,雲林縣,65-74歲,90.90,88.30,0.90,80.50,36.50,4.20,0.00,0.00
9771,2022-11-28,雲林縣,75歲以上,83.00,77.80,0.90,66.80,31.80,3.80,0.00,0.00
10018,2022-11-21,雲林縣,全區,94.50,89.30,0.50,74.70,0.00,0.00,0.00,0.00
10019,2022-11-21,雲林縣,6個月-4歲,46.50,17.40,0.00,0.00,0.00,0.00,0.00,0.00
10020,2022-11-21,雲林縣,5-11歲,90.70,70.90,0.00,0.00,0.00,0.00,0.00,0.00
10021,2022-11-21,雲林縣,12-17歲,96.40,89.90,0.30,65.80,0.00,0.00,0.00,0.00
10022,2022-11-21,雲林縣,18-29歲,103.80,100.20,0.30,86.10,0.00,0.00,0.00,0.00
10023,2022-11-21,雲林縣,30-49歲,102.20,98.60,0.50,87.00,0.00,0.00,0.00,0.00
10024,2022-11-21,雲林縣,50-64歲,92.10,89.20,0.60,80.90,20.00,0.00,0.00,0.00
10025,2022-11-21,雲林縣,65-74歲,90.80,88.20,0.90,80.40,36.10,3.90,0.00,0.00
10026,2022-11-21,雲林縣,75歲以上,83.00,77.80,0.90,66.70,31.30,3.50,0.00,0.00
10273,2022-11-14,雲林縣,全區,94.40,89.20,0.50,74.50,0.00,0.00,0.00,0.00
10274,2022-11-14,雲林縣,6個月-4歲,46.30,16.70,0.00,0.00,0.00,0.00,0.00,0.00
10275,2022-11-14,雲林縣,5-11歲,90.70,70.70,0.00,0.00,0.00,0.00,0.00,0.00
10276,2022-11-14,雲林縣,12-17歲,96.50,89.90,0.30,65.90,0.00,0.00,0.00,0.00
10277,2022-11-14,雲林縣,18-29歲,103.80,100.10,0.30,86.10,0.00,0.00,0.00,0.00
10278,2022-11-14,雲林縣,30-49歲,102.10,98.40,0.50,86.80,0.00,0.00,0.00,0.00
10279,2022-11-14,雲林縣,50-64歲,92.10,89.10,0.60,80.50,19.50,0.00,0.00,0.00
10280,2022-11-14,雲林縣,65-74歲,90.50,88.10,0.90,80.30,35.70,3.70,0.00,0.00
10281,2022-11-14,雲林縣,75歲以上,82.70,77.80,0.90,66.70,31.00,3.30,0.00,0.00
10528,2022-11-07,雲林縣,全區,94.40,89.10,0.50,74.40,0.00,0.00,0.00,0.00
10529,2022-11-07,雲林縣,6個月-4歲,45.60,15.70,0.00,0.00,0.00,0.00,0.00,0.00
10530,2022-11-07,雲林縣,5-11歲,90.90,70.60,0.00,0.00,0.00,0.00,0.00,0.00
10531,2022-11-07,雲林縣,12-17歲,95.90,89.40,0.30,65.50,0.00,0.00,0.00,0.00
10532,2022-11-07,雲林縣,18-29歲,103.70,99.90,0.30,85.90,0.00,0.00,0.00,0.00
10533,2022-11-07,雲林縣,30-49歲,102.10,98.40,0.50,86.80,0.00,0.00,0.00,0.00
10534,2022-11-07,雲林縣,50-64歲,92.10,89.10,0.70,80.50,19.00,0.00,0.00,0.00
10535,2022-11-07,雲林縣,65-74歲,90.60,88.10,0.90,80.30,35.40,3.40,0.00,0.00
10536,2022-11-07,雲林縣,75歲以上,82.80,77.80,0.90,66.60,30.60,3.00,0.00,0.00
