UID,最後統計日期,縣市,鄉鎮,年齡層,累計確診人數
1919,2023-03-19,屏東縣,佳冬鄉,25-29,299
1920,2023-03-19,屏東縣,佳冬鄉,2,40
1921,2023-03-19,屏東縣,佳冬鄉,70+,580
1922,2023-03-19,屏東縣,佳冬鄉,60-64,293
1923,2023-03-18,屏東縣,佳冬鄉,35-39,344
1924,2023-03-18,屏東縣,佳冬鄉,45-49,278
1925,2023-03-17,屏東縣,佳冬鄉,40-44,306
1926,2023-03-17,屏東縣,佳冬鄉,55-59,299
1927,2023-03-17,屏東縣,佳冬鄉,15-19,290
1928,2023-03-17,屏東縣,佳冬鄉,10-14,237
1929,2023-03-16,屏東縣,佳冬鄉,30-34,338
1930,2023-03-16,屏東縣,佳冬鄉,20-24,282
1931,2023-03-14,屏東縣,佳冬鄉,5-9,232
1932,2023-03-11,屏東縣,佳冬鄉,4,44
1933,2023-03-10,屏東縣,佳冬鄉,1,53
1934,2023-03-10,屏東縣,佳冬鄉,50-54,284
1935,2023-03-07,屏東縣,佳冬鄉,65-69,266
1936,2023-03-03,屏東縣,佳冬鄉,3,51
1937,2023-03-03,屏東縣,佳冬鄉,0,35
