UID,最後統計日期,縣市,鄉鎮,年齡層,累計確診人數
1159,2023-03-21,高雄市,美濃區,70+,1638
1160,2023-03-20,高雄市,美濃區,10-14,409
1161,2023-03-20,高雄市,美濃區,60-64,720
1162,2023-03-20,高雄市,美濃區,30-34,572
1163,2023-03-20,高雄市,美濃區,20-24,577
1164,2023-03-20,高雄市,美濃區,5-9,474
1165,2023-03-19,高雄市,美濃區,4,77
1166,2023-03-19,高雄市,美濃區,25-29,730
1167,2023-03-18,高雄市,美濃區,15-19,557
1168,2023-03-17,高雄市,美濃區,35-39,590
1169,2023-03-17,高雄市,美濃區,50-54,660
1170,2023-03-17,高雄市,美濃區,55-59,712
1171,2023-03-17,高雄市,美濃區,0,54
1172,2023-03-17,高雄市,美濃區,40-44,621
1173,2023-03-16,高雄市,美濃區,45-49,561
1174,2023-03-15,高雄市,美濃區,65-69,620
1175,2023-03-14,高雄市,美濃區,3,79
1176,2023-03-13,高雄市,美濃區,2,86
1177,2023-02-28,高雄市,美濃區,1,95
