UID,最後統計日期,縣市,鄉鎮,年齡層,累計確診人數
5378,2023-03-24,彰化縣,芳苑鄉,30-34,660
5379,2023-03-19,彰化縣,芳苑鄉,10-14,509
5380,2023-03-19,彰化縣,芳苑鄉,40-44,765
5381,2023-03-19,彰化縣,芳苑鄉,35-39,712
5382,2023-03-19,彰化縣,芳苑鄉,20-24,610
5383,2023-03-18,彰化縣,芳苑鄉,60-64,494
5384,2023-03-18,彰化縣,芳苑鄉,70+,1355
5385,2023-03-18,彰化縣,芳苑鄉,50-54,522
5386,2023-03-18,彰化縣,芳苑鄉,25-29,682
5387,2023-03-17,彰化縣,芳苑鄉,55-59,526
5388,2023-03-16,彰化縣,芳苑鄉,15-19,629
5389,2023-03-15,彰化縣,芳苑鄉,3,110
5390,2023-03-15,彰化縣,芳苑鄉,5-9,524
5391,2023-03-15,彰化縣,芳苑鄉,45-49,610
5392,2023-03-07,彰化縣,芳苑鄉,65-69,463
5393,2023-02-25,彰化縣,芳苑鄉,1,95
5394,2023-02-19,彰化縣,芳苑鄉,2,103
5395,2023-02-17,彰化縣,芳苑鄉,0,68
5396,2023-02-15,彰化縣,芳苑鄉,4,97
