UID,個案死亡日,縣市別,區域,新增死亡人數,累計死亡人數,七天移動平均新增死亡人數
3260,2023-01-29,屏東縣,崁頂鄉,1,18,0.29
3471,2023-01-25,屏東縣,崁頂鄉,1,17,0.14
6936,2022-11-09,屏東縣,崁頂鄉,1,16,0.29
7228,2022-11-04,屏東縣,崁頂鄉,1,15,0.14
8023,2022-10-23,屏東縣,崁頂鄉,1,14,0.14
9062,2022-10-08,屏東縣,崁頂鄉,1,13,0.14
10007,2022-09-23,屏東縣,崁頂鄉,1,12,0.14
13535,2022-07-12,屏東縣,崁頂鄉,1,11,0.14
14061,2022-07-05,屏東縣,崁頂鄉,1,10,0.29
14162,2022-07-04,屏東縣,崁頂鄉,1,9,0.14
15018,2022-06-25,屏東縣,崁頂鄉,2,8,0.43
15665,2022-06-19,屏東縣,崁頂鄉,1,6,0.57
15782,2022-06-18,屏東縣,崁頂鄉,1,5,0.43
16426,2022-06-13,屏東縣,崁頂鄉,2,4,0.43
17157,2022-06-07,屏東縣,崁頂鄉,1,2,0.14
18658,2022-05-25,屏東縣,崁頂鄉,1,1,0.14
