UID,最後統計日期,縣市,鄉鎮,年齡層,累計確診人數
4599,2023-03-22,台中市,龍井區,20-24,4034
4600,2023-03-20,台中市,龍井區,40-44,3229
4601,2023-03-20,台中市,龍井區,25-29,4418
4602,2023-03-20,台中市,龍井區,65-69,1034
4603,2023-03-20,台中市,龍井區,55-59,1773
4604,2023-03-20,台中市,龍井區,50-54,1831
4605,2023-03-19,台中市,龍井區,30-34,3552
4606,2023-03-19,台中市,龍井區,35-39,3247
4607,2023-03-19,台中市,龍井區,5-9,2095
4608,2023-03-19,台中市,龍井區,60-64,1457
4609,2023-03-19,台中市,龍井區,70+,1618
4610,2023-03-19,台中市,龍井區,45-49,2282
4611,2023-03-18,台中市,龍井區,15-19,2049
4612,2023-03-18,台中市,龍井區,10-14,1824
4613,2023-03-18,台中市,龍井區,4,372
4614,2023-03-17,台中市,龍井區,3,362
4615,2023-03-12,台中市,龍井區,1,325
4616,2023-02-28,台中市,龍井區,0,245
4617,2023-02-28,台中市,龍井區,2,362
