UID,最後統計日期,縣市,鄉鎮,年齡層,累計確診人數
2033,2023-06-14,基隆市,安樂區,65-69,2236
2034,2023-06-14,基隆市,安樂區,40-44,4126
2035,2023-06-14,基隆市,安樂區,45-49,3624
2036,2023-06-14,基隆市,安樂區,35-39,3430
2037,2023-06-14,基隆市,安樂區,50-54,3215
2038,2023-06-14,基隆市,安樂區,60-64,2593
2039,2023-03-21,基隆市,安樂區,25-29,3733
2040,2023-03-21,基隆市,安樂區,10-14,2115
2041,2023-03-20,基隆市,安樂區,30-34,3544
2042,2023-03-19,基隆市,安樂區,55-59,2893
2043,2023-03-19,基隆市,安樂區,70+,3114
2044,2023-03-19,基隆市,安樂區,20-24,2936
2045,2023-03-19,基隆市,安樂區,15-19,2305
2046,2023-03-19,基隆市,安樂區,0,251
2047,2023-03-18,基隆市,安樂區,5-9,2265
2048,2023-03-18,基隆市,安樂區,4,401
2049,2023-03-17,基隆市,安樂區,3,362
2050,2023-03-11,基隆市,安樂區,1,339
2051,2023-03-08,基隆市,安樂區,2,334
