UID,最後統計日期,縣市,鄉鎮,年齡層,累計確診人數
1824,2023-03-20,屏東縣,鹽埔鄉,40-44,528
1825,2023-03-20,屏東縣,鹽埔鄉,15-19,451
1826,2023-03-19,屏東縣,鹽埔鄉,5-9,446
1827,2023-03-19,屏東縣,鹽埔鄉,30-34,624
1828,2023-03-19,屏東縣,鹽埔鄉,20-24,679
1829,2023-03-19,屏東縣,鹽埔鄉,0,66
1830,2023-03-18,屏東縣,鹽埔鄉,60-64,468
1831,2023-03-17,屏東縣,鹽埔鄉,65-69,412
1832,2023-03-16,屏東縣,鹽埔鄉,25-29,688
1833,2023-03-13,屏東縣,鹽埔鄉,70+,752
1834,2023-03-11,屏東縣,鹽埔鄉,45-49,489
1835,2023-03-10,屏東縣,鹽埔鄉,50-54,480
1836,2023-03-10,屏東縣,鹽埔鄉,55-59,532
1837,2023-03-07,屏東縣,鹽埔鄉,10-14,387
1838,2023-03-06,屏東縣,鹽埔鄉,35-39,573
1839,2023-03-03,屏東縣,鹽埔鄉,2,101
1840,2023-03-01,屏東縣,鹽埔鄉,4,84
1841,2023-02-25,屏東縣,鹽埔鄉,1,92
1842,2023-02-25,屏東縣,鹽埔鄉,3,74
