UID,最後統計日期,縣市,鄉鎮,年齡層,累計確診人數
7371,2023-03-20,金門縣,金湖鎮,10-14,431
7372,2023-03-20,金門縣,金湖鎮,4,74
7373,2023-03-20,金門縣,金湖鎮,35-39,626
7374,2023-03-19,金門縣,金湖鎮,55-59,331
7375,2023-03-19,金門縣,金湖鎮,20-24,507
7376,2023-03-18,金門縣,金湖鎮,15-19,357
7377,2023-03-18,金門縣,金湖鎮,25-29,634
7378,2023-03-18,金門縣,金湖鎮,30-34,612
7379,2023-03-18,金門縣,金湖鎮,65-69,297
7380,2023-03-17,金門縣,金湖鎮,45-49,458
7381,2023-03-16,金門縣,金湖鎮,60-64,300
7382,2023-03-16,金門縣,金湖鎮,70+,537
7383,2023-03-15,金門縣,金湖鎮,50-54,350
7384,2023-03-14,金門縣,金湖鎮,40-44,599
7385,2023-03-13,金門縣,金湖鎮,5-9,417
7386,2023-03-12,金門縣,金湖鎮,1,96
7387,2023-03-09,金門縣,金湖鎮,0,63
7388,2023-03-09,金門縣,金湖鎮,2,76
7389,2023-02-25,金門縣,金湖鎮,3,102
