UID,最後統計日期,縣市,鄉鎮,年齡層,累計確診人數
5169,2023-06-14,宜蘭縣,南澳鄉,60-64,190
5170,2023-03-20,宜蘭縣,南澳鄉,55-59,160
5171,2023-03-18,宜蘭縣,南澳鄉,70+,173
5172,2023-03-15,宜蘭縣,南澳鄉,5-9,235
5173,2023-03-15,宜蘭縣,南澳鄉,25-29,252
5174,2023-03-13,宜蘭縣,南澳鄉,35-39,224
5175,2023-03-13,宜蘭縣,南澳鄉,10-14,261
5176,2023-03-13,宜蘭縣,南澳鄉,15-19,245
5177,2023-03-13,宜蘭縣,南澳鄉,45-49,154
5178,2023-03-13,宜蘭縣,南澳鄉,20-24,238
5179,2023-03-11,宜蘭縣,南澳鄉,30-34,216
5180,2023-03-10,宜蘭縣,南澳鄉,50-54,132
5181,2023-03-09,宜蘭縣,南澳鄉,65-69,117
5182,2023-03-02,宜蘭縣,南澳鄉,40-44,189
5183,2023-02-02,宜蘭縣,南澳鄉,2,38
5184,2023-01-17,宜蘭縣,南澳鄉,0,65
5185,2022-12-18,宜蘭縣,南澳鄉,1,51
5186,2022-12-08,宜蘭縣,南澳鄉,4,47
5187,2022-09-27,宜蘭縣,南澳鄉,3,54
