UID,最後統計日期,縣市,鄉鎮,年齡層,累計確診人數
1976,2023-07-25,基隆市,仁愛區,70+,2036
1977,2023-06-14,基隆市,仁愛區,60-64,1111
1978,2023-03-21,基隆市,仁愛區,40-44,1516
1979,2023-03-20,基隆市,仁愛區,55-59,1147
1980,2023-03-19,基隆市,仁愛區,25-29,1400
1981,2023-03-19,基隆市,仁愛區,5-9,799
1982,2023-03-19,基隆市,仁愛區,35-39,1295
1983,2023-03-19,基隆市,仁愛區,45-49,1383
1984,2023-03-19,基隆市,仁愛區,50-54,1213
1985,2023-03-19,基隆市,仁愛區,1,104
1986,2023-03-19,基隆市,仁愛區,20-24,1137
1987,2023-03-18,基隆市,仁愛區,4,124
1988,2023-03-18,基隆市,仁愛區,30-34,1289
1989,2023-03-18,基隆市,仁愛區,10-14,870
1990,2023-03-17,基隆市,仁愛區,65-69,1034
1991,2023-03-16,基隆市,仁愛區,3,119
1992,2023-03-16,基隆市,仁愛區,15-19,801
1993,2023-03-15,基隆市,仁愛區,0,94
1994,2023-02-15,基隆市,仁愛區,2,129
