UID,最後統計日期,縣市,鄉鎮,年齡層,累計確診人數
5530,2023-03-20,彰化縣,秀水鄉,45-49,980
5531,2023-03-20,彰化縣,秀水鄉,70+,1166
5532,2023-03-20,彰化縣,秀水鄉,5-9,970
5533,2023-03-20,彰化縣,秀水鄉,50-54,833
5534,2023-03-20,彰化縣,秀水鄉,20-24,1071
5535,2023-03-19,彰化縣,秀水鄉,25-29,1310
5536,2023-03-19,彰化縣,秀水鄉,30-34,1267
5537,2023-03-19,彰化縣,秀水鄉,60-64,801
5538,2023-03-18,彰化縣,秀水鄉,15-19,978
5539,2023-03-18,彰化縣,秀水鄉,55-59,902
5540,2023-03-18,彰化縣,秀水鄉,35-39,1346
5541,2023-03-17,彰化縣,秀水鄉,40-44,1357
5542,2023-03-17,彰化縣,秀水鄉,10-14,948
5543,2023-03-16,彰化縣,秀水鄉,65-69,668
5544,2023-03-13,彰化縣,秀水鄉,3,176
5545,2023-02-26,彰化縣,秀水鄉,1,168
5546,2023-02-26,彰化縣,秀水鄉,4,161
5547,2023-02-25,彰化縣,秀水鄉,2,173
5548,2023-02-23,彰化縣,秀水鄉,0,118
