UID,最後統計日期,縣市,鄉鎮,年齡層,累計確診人數
3687,2023-03-20,台南市,安定區,55-59,657
3688,2023-03-19,台南市,安定區,60-64,608
3689,2023-03-19,台南市,安定區,20-24,746
3690,2023-03-19,台南市,安定區,50-54,689
3691,2023-03-19,台南市,安定區,65-69,437
3692,2023-03-18,台南市,安定區,70+,738
3693,2023-03-18,台南市,安定區,35-39,1109
3694,2023-03-18,台南市,安定區,30-34,1103
3695,2023-03-18,台南市,安定區,15-19,633
3696,2023-03-18,台南市,安定區,10-14,569
3697,2023-03-18,台南市,安定區,45-49,821
3698,2023-03-18,台南市,安定區,4,113
3699,2023-03-17,台南市,安定區,25-29,1054
3700,2023-03-16,台南市,安定區,40-44,1130
3701,2023-03-15,台南市,安定區,5-9,711
3702,2023-03-15,台南市,安定區,2,126
3703,2023-03-06,台南市,安定區,3,123
3704,2023-02-27,台南市,安定區,0,90
3705,2023-02-20,台南市,安定區,1,133
