UID,最後統計日期,縣市,鄉鎮,年齡層,累計確診人數
912,2023-06-14,高雄市,梓官區,5-9,755
913,2023-06-14,高雄市,梓官區,2,115
914,2023-03-21,高雄市,梓官區,30-34,1095
915,2023-03-21,高雄市,梓官區,45-49,1148
916,2023-03-20,高雄市,梓官區,70+,1118
917,2023-03-20,高雄市,梓官區,60-64,833
918,2023-03-20,高雄市,梓官區,65-69,734
919,2023-03-19,高雄市,梓官區,25-29,1162
920,2023-03-19,高雄市,梓官區,50-54,927
921,2023-03-19,高雄市,梓官區,10-14,662
922,2023-03-18,高雄市,梓官區,40-44,1304
923,2023-03-18,高雄市,梓官區,15-19,838
924,2023-03-18,高雄市,梓官區,35-39,1128
925,2023-03-18,高雄市,梓官區,55-59,852
926,2023-03-18,高雄市,梓官區,0,84
927,2023-03-16,高雄市,梓官區,20-24,990
928,2023-03-15,高雄市,梓官區,1,110
929,2023-03-11,高雄市,梓官區,3,140
930,2023-02-24,高雄市,梓官區,4,132
