UID,最後統計日期,縣市,鄉鎮,年齡層,累計確診人數
6611,2023-06-14,連江縣,南竿鄉,25-29,244
6612,2023-03-19,連江縣,南竿鄉,30-34,211
6613,2023-03-17,連江縣,南竿鄉,45-49,186
6614,2023-03-17,連江縣,南竿鄉,50-54,155
6615,2023-03-13,連江縣,南竿鄉,55-59,146
6616,2023-03-09,連江縣,南竿鄉,60-64,177
6617,2023-03-09,連江縣,南竿鄉,10-14,161
6618,2023-03-09,連江縣,南竿鄉,35-39,220
6619,2023-03-03,連江縣,南竿鄉,70+,136
6620,2023-03-01,連江縣,南竿鄉,5-9,166
6621,2023-02-28,連江縣,南竿鄉,20-24,145
6622,2023-02-20,連江縣,南竿鄉,40-44,238
6623,2023-02-20,連江縣,南竿鄉,15-19,106
6624,2023-02-15,連江縣,南竿鄉,3,23
6625,2023-02-05,連江縣,南竿鄉,0,12
6626,2023-02-05,連江縣,南竿鄉,2,30
6627,2023-02-04,連江縣,南竿鄉,65-69,95
6628,2023-01-17,連江縣,南竿鄉,1,24
6629,2023-01-16,連江縣,南竿鄉,4,16
