UID,最後統計日期,縣市,鄉鎮,年齡層,累計確診人數
5207,2023-06-14,宜蘭縣,三星鄉,60-64,585
5208,2023-06-14,宜蘭縣,三星鄉,35-39,689
5209,2023-06-14,宜蘭縣,三星鄉,50-54,659
5210,2023-03-20,宜蘭縣,三星鄉,70+,871
5211,2023-03-20,宜蘭縣,三星鄉,20-24,631
5212,2023-03-20,宜蘭縣,三星鄉,55-59,588
5213,2023-03-19,宜蘭縣,三星鄉,30-34,666
5214,2023-03-19,宜蘭縣,三星鄉,4,78
5215,2023-03-18,宜蘭縣,三星鄉,15-19,569
5216,2023-03-18,宜蘭縣,三星鄉,5-9,421
5217,2023-03-18,宜蘭縣,三星鄉,40-44,721
5218,2023-03-15,宜蘭縣,三星鄉,65-69,404
5219,2023-03-13,宜蘭縣,三星鄉,45-49,653
5220,2023-03-12,宜蘭縣,三星鄉,10-14,451
5221,2023-03-10,宜蘭縣,三星鄉,25-29,755
5222,2023-03-08,宜蘭縣,三星鄉,3,75
5223,2023-03-04,宜蘭縣,三星鄉,1,74
5224,2023-02-21,宜蘭縣,三星鄉,0,60
5225,2023-02-15,宜蘭縣,三星鄉,2,64
