UID,最後統計日期,縣市,鄉鎮,年齡層,累計確診人數
4124,2023-06-14,桃園市,大溪區,50-54,2616
4125,2023-06-14,桃園市,大溪區,1,407
4126,2023-03-20,桃園市,大溪區,5-9,2683
4127,2023-03-20,桃園市,大溪區,10-14,2430
4128,2023-03-20,桃園市,大溪區,20-24,3191
4129,2023-03-20,桃園市,大溪區,40-44,3671
4130,2023-03-20,桃園市,大溪區,45-49,2916
4131,2023-03-20,桃園市,大溪區,55-59,2451
4132,2023-03-19,桃園市,大溪區,30-34,3521
4133,2023-03-19,桃園市,大溪區,35-39,3549
4134,2023-03-19,桃園市,大溪區,65-69,1788
4135,2023-03-18,桃園市,大溪區,70+,2917
4136,2023-03-18,桃園市,大溪區,60-64,2171
4137,2023-03-18,桃園市,大溪區,4,479
4138,2023-03-18,桃園市,大溪區,25-29,3652
4139,2023-03-18,桃園市,大溪區,15-19,2573
4140,2023-03-13,桃園市,大溪區,3,444
4141,2023-03-13,桃園市,大溪區,0,334
4142,2023-02-28,桃園市,大溪區,2,460
