UID,最後統計日期,縣市,鄉鎮,年齡層,累計確診人數
722,2023-06-14,高雄市,鳳山區,4,1621
723,2023-06-14,高雄市,鳳山區,55-59,9368
724,2023-06-14,高雄市,鳳山區,5-9,9272
725,2023-06-14,高雄市,鳳山區,60-64,8781
726,2023-06-14,高雄市,鳳山區,10-14,8243
727,2023-06-14,高雄市,鳳山區,0,989
728,2023-06-14,高雄市,鳳山區,45-49,12690
729,2023-06-14,高雄市,鳳山區,40-44,15657
730,2023-06-14,高雄市,鳳山區,35-39,13559
731,2023-06-14,高雄市,鳳山區,25-29,11995
732,2023-03-23,高雄市,鳳山區,65-69,7704
733,2023-03-21,高雄市,鳳山區,70+,11357
734,2023-03-20,高雄市,鳳山區,30-34,12416
735,2023-03-20,高雄市,鳳山區,20-24,9769
736,2023-03-20,高雄市,鳳山區,2,1310
737,2023-03-20,高雄市,鳳山區,3,1478
738,2023-03-20,高雄市,鳳山區,50-54,10061
739,2023-03-19,高雄市,鳳山區,15-19,8368
740,2023-03-19,高雄市,鳳山區,1,1358
