UID,最後統計日期,縣市,鄉鎮,年齡層,累計確診人數
3193,2023-06-27,台南市,新市區,70+,875
3194,2023-03-21,台南市,新市區,25-29,3094
3195,2023-03-20,台南市,新市區,30-34,2611
3196,2023-03-20,台南市,新市區,35-39,2179
3197,2023-03-20,台南市,新市區,40-44,1991
3198,2023-03-20,台南市,新市區,60-64,738
3199,2023-03-19,台南市,新市區,20-24,1388
3200,2023-03-19,台南市,新市區,45-49,1231
3201,2023-03-19,台南市,新市區,1,174
3202,2023-03-18,台南市,新市區,5-9,1043
3203,2023-03-18,台南市,新市區,55-59,835
3204,2023-03-18,台南市,新市區,4,191
3205,2023-03-17,台南市,新市區,10-14,903
3206,2023-03-17,台南市,新市區,15-19,855
3207,2023-03-16,台南市,新市區,65-69,557
3208,2023-03-12,台南市,新市區,0,130
3209,2023-03-11,台南市,新市區,50-54,876
3210,2023-03-06,台南市,新市區,2,173
3211,2023-03-02,台南市,新市區,3,160
