UID,最後統計日期,縣市,鄉鎮,年齡層,累計確診人數
5815,2023-03-18,彰化縣,大城鄉,50-54,205
5816,2023-03-18,彰化縣,大城鄉,45-49,230
5817,2023-03-18,彰化縣,大城鄉,5-9,179
5818,2023-03-17,彰化縣,大城鄉,60-64,165
5819,2023-03-16,彰化縣,大城鄉,40-44,288
5820,2023-03-16,彰化縣,大城鄉,25-29,242
5821,2023-03-16,彰化縣,大城鄉,70+,651
5822,2023-03-15,彰化縣,大城鄉,65-69,182
5823,2023-03-15,彰化縣,大城鄉,35-39,267
5824,2023-03-15,彰化縣,大城鄉,10-14,221
5825,2023-03-14,彰化縣,大城鄉,55-59,179
5826,2023-03-14,彰化縣,大城鄉,30-34,191
5827,2023-03-14,彰化縣,大城鄉,0,22
5828,2023-03-08,彰化縣,大城鄉,20-24,257
5829,2023-03-06,彰化縣,大城鄉,15-19,291
5830,2023-02-05,彰化縣,大城鄉,4,38
5831,2023-02-04,彰化縣,大城鄉,2,33
5832,2023-01-31,彰化縣,大城鄉,3,39
5833,2023-01-17,彰化縣,大城鄉,1,37
