UID,最後統計日期,縣市,鄉鎮,年齡層,累計確診人數
229,2023-06-14,新北市,汐止區,70+,7327
230,2023-06-14,新北市,汐止區,55-59,7934
231,2023-06-14,新北市,汐止區,65-69,4731
232,2023-06-14,新北市,汐止區,40-44,13102
233,2023-06-14,新北市,汐止區,60-64,6280
234,2023-06-14,新北市,汐止區,45-49,10331
235,2023-03-24,新北市,汐止區,10-14,6179
236,2023-03-23,新北市,汐止區,35-39,11820
237,2023-03-22,新北市,汐止區,25-29,11846
238,2023-03-22,新北市,汐止區,30-34,11523
239,2023-03-21,新北市,汐止區,50-54,8876
240,2023-03-20,新北市,汐止區,20-24,8481
241,2023-03-20,新北市,汐止區,15-19,5912
242,2023-03-19,新北市,汐止區,5-9,6827
243,2023-03-19,新北市,汐止區,2,1045
244,2023-03-18,新北市,汐止區,3,1161
245,2023-03-18,新北市,汐止區,1,1019
246,2023-03-18,新北市,汐止區,4,1174
247,2023-03-17,新北市,汐止區,0,715
