UID,最後統計日期,縣市,鄉鎮,年齡層,累計確診人數
3117,2023-03-17,苗栗縣,南庄鄉,70+,387
3118,2023-03-17,苗栗縣,南庄鄉,40-44,202
3119,2023-03-17,苗栗縣,南庄鄉,30-34,163
3120,2023-03-16,苗栗縣,南庄鄉,55-59,199
3121,2023-03-16,苗栗縣,南庄鄉,25-29,189
3122,2023-03-15,苗栗縣,南庄鄉,20-24,213
3123,2023-03-14,苗栗縣,南庄鄉,50-54,182
3124,2023-03-12,苗栗縣,南庄鄉,35-39,160
3125,2023-03-11,苗栗縣,南庄鄉,60-64,178
3126,2023-03-08,苗栗縣,南庄鄉,5-9,167
3127,2023-03-08,苗栗縣,南庄鄉,1,24
3128,2023-03-06,苗栗縣,南庄鄉,2,29
3129,2023-03-03,苗栗縣,南庄鄉,0,23
3130,2023-03-03,苗栗縣,南庄鄉,65-69,125
3131,2023-03-02,苗栗縣,南庄鄉,10-14,137
3132,2023-02-28,苗栗縣,南庄鄉,45-49,165
3133,2023-02-24,苗栗縣,南庄鄉,15-19,211
3134,2023-02-16,苗栗縣,南庄鄉,4,36
3135,2023-01-25,苗栗縣,南庄鄉,3,23
