UID,最後統計日期,縣市,鄉鎮,年齡層,累計確診人數
153,2023-06-14,新北市,蘆洲區,25-29,10266
154,2023-06-14,新北市,蘆洲區,10-14,5635
155,2023-06-14,新北市,蘆洲區,70+,5247
156,2023-06-14,新北市,蘆洲區,55-59,6510
157,2023-06-14,新北市,蘆洲區,50-54,6893
158,2023-06-14,新北市,蘆洲區,40-44,10506
159,2023-06-14,新北市,蘆洲區,30-34,9716
160,2023-06-14,新北市,蘆洲區,3,951
161,2023-06-14,新北市,蘆洲區,15-19,5767
162,2023-06-14,新北市,蘆洲區,45-49,8326
163,2023-06-14,新北市,蘆洲區,5-9,6106
164,2023-06-14,新北市,蘆洲區,60-64,5505
165,2023-03-21,新北市,蘆洲區,35-39,9540
166,2023-03-20,新北市,蘆洲區,65-69,4134
167,2023-03-20,新北市,蘆洲區,20-24,7951
168,2023-03-20,新北市,蘆洲區,2,863
169,2023-03-19,新北市,蘆洲區,0,687
170,2023-03-19,新北市,蘆洲區,4,971
171,2023-03-18,新北市,蘆洲區,1,886
