UID,最後統計日期,縣市,鄉鎮,年齡層,累計確診人數
1672,2023-06-14,屏東縣,恆春鎮,45-49,650
1673,2023-06-14,屏東縣,恆春鎮,40-44,812
1674,2023-06-14,屏東縣,恆春鎮,30-34,810
1675,2023-06-14,屏東縣,恆春鎮,25-29,930
1676,2023-06-14,屏東縣,恆春鎮,20-24,791
1677,2023-06-14,屏東縣,恆春鎮,2,109
1678,2023-03-20,屏東縣,恆春鎮,5-9,612
1679,2023-03-20,屏東縣,恆春鎮,55-59,552
1680,2023-03-20,屏東縣,恆春鎮,60-64,556
1681,2023-03-18,屏東縣,恆春鎮,10-14,565
1682,2023-03-18,屏東縣,恆春鎮,15-19,719
1683,2023-03-18,屏東縣,恆春鎮,50-54,639
1684,2023-03-18,屏東縣,恆春鎮,35-39,789
1685,2023-03-17,屏東縣,恆春鎮,1,104
1686,2023-03-16,屏東縣,恆春鎮,4,118
1687,2023-03-16,屏東縣,恆春鎮,0,81
1688,2023-03-16,屏東縣,恆春鎮,65-69,438
1689,2023-03-15,屏東縣,恆春鎮,70+,941
1690,2023-02-19,屏東縣,恆春鎮,3,99
