UID,最後統計日期,縣市,鄉鎮,年齡層,累計確診人數
1121,2023-06-14,高雄市,仁武區,15-19,2450
1122,2023-06-14,高雄市,仁武區,5-9,2752
1123,2023-03-24,高雄市,仁武區,25-29,3930
1124,2023-03-20,高雄市,仁武區,55-59,2364
1125,2023-03-20,高雄市,仁武區,30-34,4024
1126,2023-03-20,高雄市,仁武區,70+,2467
1127,2023-03-20,高雄市,仁武區,60-64,2201
1128,2023-03-20,高雄市,仁武區,45-49,3736
1129,2023-03-20,高雄市,仁武區,20-24,3030
1130,2023-03-19,高雄市,仁武區,0,323
1131,2023-03-19,高雄市,仁武區,10-14,2336
1132,2023-03-19,高雄市,仁武區,35-39,4008
1133,2023-03-19,高雄市,仁武區,65-69,1775
1134,2023-03-19,高雄市,仁武區,40-44,4482
1135,2023-03-18,高雄市,仁武區,2,491
1136,2023-03-18,高雄市,仁武區,50-54,2800
1137,2023-03-16,高雄市,仁武區,3,469
1138,2023-03-15,高雄市,仁武區,1,514
1139,2023-03-07,高雄市,仁武區,4,480
