UID,最後統計日期,縣市,鄉鎮,年齡層,累計確診人數
6479,2023-06-14,花蓮縣,吉安鄉,5-9,2548
6480,2023-06-14,花蓮縣,吉安鄉,60-64,2736
6481,2023-06-14,花蓮縣,吉安鄉,70+,3583
6482,2023-06-14,花蓮縣,吉安鄉,15-19,2700
6483,2023-03-20,花蓮縣,吉安鄉,45-49,3446
6484,2023-03-20,花蓮縣,吉安鄉,1,380
6485,2023-03-20,花蓮縣,吉安鄉,10-14,2433
6486,2023-03-20,花蓮縣,吉安鄉,35-39,3332
6487,2023-03-20,花蓮縣,吉安鄉,40-44,3819
6488,2023-03-20,花蓮縣,吉安鄉,50-54,3192
6489,2023-03-20,花蓮縣,吉安鄉,65-69,2281
6490,2023-03-20,花蓮縣,吉安鄉,3,390
6491,2023-03-20,花蓮縣,吉安鄉,30-34,3231
6492,2023-03-19,花蓮縣,吉安鄉,20-24,2916
6493,2023-03-18,花蓮縣,吉安鄉,25-29,3410
6494,2023-03-18,花蓮縣,吉安鄉,55-59,2662
6495,2023-03-18,花蓮縣,吉安鄉,2,395
6496,2023-03-16,花蓮縣,吉安鄉,4,464
6497,2023-03-15,花蓮縣,吉安鄉,0,336
