UID,最後統計日期,縣市,鄉鎮,年齡層,累計確診人數
6460,2023-06-14,花蓮縣,富里鄉,55-59,249
6461,2023-06-14,花蓮縣,富里鄉,30-34,98
6462,2023-03-19,花蓮縣,富里鄉,35-39,134
6463,2023-03-19,花蓮縣,富里鄉,10-14,137
6464,2023-03-19,花蓮縣,富里鄉,65-69,254
6465,2023-03-19,花蓮縣,富里鄉,25-29,129
6466,2023-03-19,花蓮縣,富里鄉,50-54,165
6467,2023-03-16,花蓮縣,富里鄉,40-44,169
6468,2023-03-16,花蓮縣,富里鄉,45-49,152
6469,2023-03-16,花蓮縣,富里鄉,70+,440
6470,2023-03-15,花蓮縣,富里鄉,5-9,123
6471,2023-03-11,花蓮縣,富里鄉,20-24,123
6472,2023-03-08,花蓮縣,富里鄉,60-64,243
6473,2023-03-08,花蓮縣,富里鄉,15-19,155
6474,2023-02-01,花蓮縣,富里鄉,3,23
6475,2022-11-28,花蓮縣,富里鄉,2,22
6476,2022-11-14,花蓮縣,富里鄉,0,12
6477,2022-10-13,花蓮縣,富里鄉,1,18
6478,2022-10-08,花蓮縣,富里鄉,4,22
