UID,最後統計日期,縣市,鄉鎮,年齡層,累計確診人數
3782,2023-03-20,台南市,七股區,55-59,384
3783,2023-03-20,台南市,七股區,35-39,386
3784,2023-03-19,台南市,七股區,65-69,279
3785,2023-03-18,台南市,七股區,30-34,403
3786,2023-03-18,台南市,七股區,15-19,343
3787,2023-03-18,台南市,七股區,70+,712
3788,2023-03-17,台南市,七股區,60-64,355
3789,2023-03-17,台南市,七股區,10-14,277
3790,2023-03-16,台南市,七股區,25-29,389
3791,2023-03-16,台南市,七股區,45-49,355
3792,2023-03-16,台南市,七股區,20-24,335
3793,2023-03-15,台南市,七股區,50-54,369
3794,2023-03-15,台南市,七股區,5-9,253
3795,2023-03-14,台南市,七股區,3,41
3796,2023-03-14,台南市,七股區,40-44,424
3797,2023-03-08,台南市,七股區,4,42
3798,2023-02-18,台南市,七股區,1,56
3799,2023-02-15,台南市,七股區,0,28
3800,2023-01-21,台南市,七股區,2,50
