UID,最後統計日期,縣市,鄉鎮,年齡層,累計確診人數
1387,2023-06-14,屏東縣,霧台鄉,5-9,28
1388,2023-06-14,屏東縣,霧台鄉,60-64,56
1389,2023-03-16,屏東縣,霧台鄉,70+,105
1390,2023-03-16,屏東縣,霧台鄉,50-54,55
1391,2023-03-14,屏東縣,霧台鄉,10-14,33
1392,2023-03-12,屏東縣,霧台鄉,0,6
1393,2023-03-12,屏東縣,霧台鄉,25-29,69
1394,2023-03-10,屏東縣,霧台鄉,20-24,37
1395,2023-03-08,屏東縣,霧台鄉,45-49,54
1396,2023-03-06,屏東縣,霧台鄉,15-19,34
1397,2023-03-06,屏東縣,霧台鄉,35-39,37
1398,2023-03-03,屏東縣,霧台鄉,55-59,76
1399,2023-03-02,屏東縣,霧台鄉,1,11
1400,2023-03-02,屏東縣,霧台鄉,30-34,45
1401,2023-02-19,屏東縣,霧台鄉,40-44,42
1402,2023-02-15,屏東縣,霧台鄉,3,7
1403,2022-12-13,屏東縣,霧台鄉,65-69,34
1404,2022-12-06,屏東縣,霧台鄉,4,5
1405,2022-11-11,屏東縣,霧台鄉,2,9
