UID,最後統計日期,縣市,鄉鎮,年齡層,累計確診人數
1957,2023-03-15,屏東縣,獅子鄉,20-24,102
1958,2023-03-15,屏東縣,獅子鄉,25-29,127
1959,2023-03-15,屏東縣,獅子鄉,5-9,93
1960,2023-03-14,屏東縣,獅子鄉,4,18
1961,2023-03-12,屏東縣,獅子鄉,45-49,93
1962,2023-03-05,屏東縣,獅子鄉,15-19,134
1963,2023-03-01,屏東縣,獅子鄉,2,17
1964,2023-02-27,屏東縣,獅子鄉,50-54,97
1965,2023-02-26,屏東縣,獅子鄉,70+,160
1966,2023-02-25,屏東縣,獅子鄉,0,20
1967,2023-02-24,屏東縣,獅子鄉,55-59,123
1968,2023-02-24,屏東縣,獅子鄉,30-34,100
1969,2023-02-20,屏東縣,獅子鄉,35-39,103
1970,2023-02-16,屏東縣,獅子鄉,65-69,119
1971,2023-02-15,屏東縣,獅子鄉,60-64,112
1972,2023-02-12,屏東縣,獅子鄉,10-14,101
1973,2023-01-30,屏東縣,獅子鄉,1,32
1974,2023-01-22,屏東縣,獅子鄉,40-44,82
1975,2023-01-06,屏東縣,獅子鄉,3,22
