UID,最後統計日期,縣市,鄉鎮,年齡層,累計確診人數
3459,2023-05-08,台南市,將軍區,20-24,252
3460,2023-03-20,台南市,將軍區,10-14,212
3461,2023-03-19,台南市,將軍區,30-34,313
3462,2023-03-19,台南市,將軍區,40-44,360
3463,2023-03-19,台南市,將軍區,45-49,316
3464,2023-03-17,台南市,將軍區,50-54,257
3465,2023-03-17,台南市,將軍區,4,40
3466,2023-03-16,台南市,將軍區,35-39,310
3467,2023-03-16,台南市,將軍區,15-19,283
3468,2023-03-16,台南市,將軍區,65-69,249
3469,2023-03-16,台南市,將軍區,70+,578
3470,2023-03-15,台南市,將軍區,25-29,293
3471,2023-03-15,台南市,將軍區,60-64,281
3472,2023-03-14,台南市,將軍區,5-9,249
3473,2023-03-14,台南市,將軍區,1,38
3474,2023-03-13,台南市,將軍區,55-59,292
3475,2023-02-27,台南市,將軍區,2,39
3476,2023-01-27,台南市,將軍區,0,21
3477,2023-01-02,台南市,將軍區,3,33
