UID,最後統計日期,縣市,鄉鎮,年齡層,累計確診人數
4656,2023-03-21,台中市,西區,45-49,3308
4657,2023-03-20,台中市,西區,10-14,2298
4658,2023-03-20,台中市,西區,50-54,2927
4659,2023-03-20,台中市,西區,30-34,4773
4660,2023-03-20,台中市,西區,25-29,5502
4661,2023-03-20,台中市,西區,70+,3589
4662,2023-03-20,台中市,西區,4,418
4663,2023-03-20,台中市,西區,3,407
4664,2023-03-20,台中市,西區,20-24,3924
4665,2023-03-20,台中市,西區,15-19,2460
4666,2023-03-19,台中市,西區,35-39,4259
4667,2023-03-19,台中市,西區,40-44,4283
4668,2023-03-19,台中市,西區,55-59,2477
4669,2023-03-19,台中市,西區,5-9,2628
4670,2023-03-18,台中市,西區,60-64,2276
4671,2023-03-18,台中市,西區,65-69,1924
4672,2023-03-18,台中市,西區,1,309
4673,2023-03-16,台中市,西區,2,351
4674,2023-03-15,台中市,西區,0,222
