UID,最後統計日期,縣市,鄉鎮,年齡層,累計確診人數
798,2023-06-14,高雄市,苓雅區,35-39,5332
799,2023-06-14,高雄市,苓雅區,45-49,4805
800,2023-06-14,高雄市,苓雅區,5-9,3138
801,2023-06-14,高雄市,苓雅區,2,459
802,2023-06-14,高雄市,苓雅區,10-14,2706
803,2023-06-14,高雄市,苓雅區,50-54,3955
804,2023-06-14,高雄市,苓雅區,65-69,3765
805,2023-06-14,高雄市,苓雅區,70+,6913
806,2023-06-14,高雄市,苓雅區,40-44,5855
807,2023-06-14,高雄市,苓雅區,55-59,3889
808,2023-03-22,高雄市,苓雅區,3,497
809,2023-03-20,高雄市,苓雅區,60-64,3909
810,2023-03-20,高雄市,苓雅區,30-34,5400
811,2023-03-19,高雄市,苓雅區,15-19,3013
812,2023-03-19,高雄市,苓雅區,20-24,4427
813,2023-03-19,高雄市,苓雅區,25-29,5311
814,2023-03-19,高雄市,苓雅區,0,356
815,2023-03-16,高雄市,苓雅區,4,494
816,2023-03-14,高雄市,苓雅區,1,455
