UID,最後統計日期,縣市,鄉鎮,年齡層,累計確診人數
2699,2023-03-19,雲林縣,台西鄉,35-39,397
2700,2023-03-19,雲林縣,台西鄉,65-69,292
2701,2023-03-19,雲林縣,台西鄉,50-54,257
2702,2023-03-18,雲林縣,台西鄉,25-29,360
2703,2023-03-18,雲林縣,台西鄉,10-14,303
2704,2023-03-17,雲林縣,台西鄉,55-59,287
2705,2023-03-17,雲林縣,台西鄉,20-24,341
2706,2023-03-16,雲林縣,台西鄉,70+,572
2707,2023-03-16,雲林縣,台西鄉,40-44,360
2708,2023-03-15,雲林縣,台西鄉,30-34,357
2709,2023-03-13,雲林縣,台西鄉,15-19,355
2710,2023-03-13,雲林縣,台西鄉,60-64,306
2711,2023-03-11,雲林縣,台西鄉,45-49,293
2712,2023-03-11,雲林縣,台西鄉,2,56
2713,2023-03-11,雲林縣,台西鄉,4,51
2714,2023-03-06,雲林縣,台西鄉,5-9,294
2715,2023-03-04,雲林縣,台西鄉,1,54
2716,2023-03-01,雲林縣,台西鄉,0,45
2717,2023-02-15,雲林縣,台西鄉,3,38
