UID,最後統計日期,縣市,鄉鎮,年齡層,累計確診人數
4200,2023-06-14,台中市,全區,20-24,105807
4201,2023-06-14,台中市,全區,50-54,71136
4202,2023-06-14,台中市,全區,35-39,115252
4203,2023-06-14,台中市,全區,25-29,124485
4204,2023-06-14,台中市,全區,55-59,64682
4205,2023-06-14,台中市,全區,10-14,68129
4206,2023-06-14,台中市,全區,30-34,118007
4207,2023-06-14,台中市,全區,4,13264
4208,2023-06-14,台中市,全區,40-44,115920
4209,2023-06-14,台中市,全區,5-9,77842
4210,2023-06-14,台中市,全區,65-69,45034
4211,2023-06-14,台中市,全區,70+,73661
4212,2023-06-14,台中市,全區,45-49,86055
4213,2023-06-14,台中市,全區,15-19,72456
4214,2023-06-14,台中市,全區,1,11559
4215,2023-06-14,台中市,全區,0,8167
4216,2023-06-14,台中市,全區,60-64,56897
4217,2023-03-20,台中市,全區,3,12344
4218,2023-03-20,台中市,全區,2,11960
