UID,最後統計日期,縣市,鄉鎮,年齡層,累計確診人數
6706,2023-03-22,嘉義縣,水上鄉,35-39,1384
6707,2023-03-20,嘉義縣,水上鄉,15-19,1261
6708,2023-03-20,嘉義縣,水上鄉,65-69,815
6709,2023-03-20,嘉義縣,水上鄉,60-64,981
6710,2023-03-20,嘉義縣,水上鄉,25-29,1380
6711,2023-03-19,嘉義縣,水上鄉,20-24,1411
6712,2023-03-19,嘉義縣,水上鄉,50-54,1104
6713,2023-03-19,嘉義縣,水上鄉,40-44,1474
6714,2023-03-19,嘉義縣,水上鄉,3,178
6715,2023-03-19,嘉義縣,水上鄉,10-14,1020
6716,2023-03-19,嘉義縣,水上鄉,30-34,1333
6717,2023-03-19,嘉義縣,水上鄉,45-49,1178
6718,2023-03-19,嘉義縣,水上鄉,5-9,1062
6719,2023-03-18,嘉義縣,水上鄉,55-59,1043
6720,2023-03-17,嘉義縣,水上鄉,70+,1441
6721,2023-03-16,嘉義縣,水上鄉,0,147
6722,2023-03-15,嘉義縣,水上鄉,4,190
6723,2023-03-15,嘉義縣,水上鄉,2,195
6724,2023-03-14,嘉義縣,水上鄉,1,170
