UID,最後統計日期,縣市,鄉鎮,年齡層,累計確診人數
4409,2023-06-14,台中市,太平區,35-39,8240
4410,2023-06-14,台中市,太平區,30-34,7907
4411,2023-03-21,台中市,太平區,45-49,5720
4412,2023-03-21,台中市,太平區,10-14,4853
4413,2023-03-20,台中市,太平區,65-69,3276
4414,2023-03-20,台中市,太平區,70+,4721
4415,2023-03-20,台中市,太平區,5-9,5715
4416,2023-03-20,台中市,太平區,50-54,4711
4417,2023-03-20,台中市,太平區,20-24,7182
4418,2023-03-20,台中市,太平區,15-19,5150
4419,2023-03-20,台中市,太平區,25-29,7610
4420,2023-03-19,台中市,太平區,55-59,4548
4421,2023-03-19,台中市,太平區,60-64,4125
4422,2023-03-19,台中市,太平區,40-44,8209
4423,2023-03-19,台中市,太平區,1,843
4424,2023-03-19,台中市,太平區,3,932
4425,2023-03-19,台中市,太平區,4,970
4426,2023-03-17,台中市,太平區,2,886
4427,2023-03-16,台中市,太平區,0,592
