UID,最後統計日期,縣市,鄉鎮,年齡層,累計確診人數
3003,2023-03-21,苗栗縣,造橋鄉,50-54,305
3004,2023-03-20,苗栗縣,造橋鄉,45-49,333
3005,2023-03-19,苗栗縣,造橋鄉,20-24,373
3006,2023-03-18,苗栗縣,造橋鄉,30-34,752
3007,2023-03-18,苗栗縣,造橋鄉,40-44,460
3008,2023-03-18,苗栗縣,造橋鄉,60-64,330
3009,2023-03-18,苗栗縣,造橋鄉,70+,511
3010,2023-03-18,苗栗縣,造橋鄉,65-69,265
3011,2023-03-16,苗栗縣,造橋鄉,35-39,601
3012,2023-03-15,苗栗縣,造橋鄉,15-19,274
3013,2023-03-13,苗栗縣,造橋鄉,55-59,312
3014,2023-03-13,苗栗縣,造橋鄉,25-29,733
3015,2023-03-07,苗栗縣,造橋鄉,0,34
3016,2023-03-06,苗栗縣,造橋鄉,1,36
3017,2023-03-06,苗栗縣,造橋鄉,5-9,289
3018,2023-02-24,苗栗縣,造橋鄉,10-14,230
3019,2023-02-17,苗栗縣,造橋鄉,4,37
3020,2023-02-08,苗栗縣,造橋鄉,2,37
3021,2023-01-28,苗栗縣,造橋鄉,3,45
