UID,最後統計日期,縣市,鄉鎮,年齡層,累計確診人數
6649,2023-03-16,連江縣,北竿鄉,40-44,42
6650,2023-03-16,連江縣,北竿鄉,50-54,28
6651,2023-03-16,連江縣,北竿鄉,5-9,30
6652,2023-03-06,連江縣,北竿鄉,25-29,79
6653,2023-03-03,連江縣,北竿鄉,20-24,97
6654,2023-03-01,連江縣,北竿鄉,70+,35
6655,2023-03-01,連江縣,北竿鄉,10-14,24
6656,2023-02-28,連江縣,北竿鄉,35-39,46
6657,2023-02-20,連江縣,北竿鄉,55-59,35
6658,2023-02-18,連江縣,北竿鄉,30-34,64
6659,2023-02-18,連江縣,北竿鄉,45-49,43
6660,2023-02-16,連江縣,北竿鄉,65-69,24
6661,2023-02-13,連江縣,北竿鄉,60-64,33
6662,2023-02-12,連江縣,北竿鄉,15-19,25
6663,2022-10-13,連江縣,北竿鄉,1,10
6664,2022-10-10,連江縣,北竿鄉,4,9
6665,2022-09-30,連江縣,北竿鄉,2,7
6666,2022-09-22,連江縣,北竿鄉,3,6
6667,2022-05-22,連江縣,北竿鄉,0,1
