UID,最後統計日期,縣市,鄉鎮,年齡層,累計確診人數
1368,2023-06-14,屏東縣,高樹鄉,60-64,331
1369,2023-03-19,屏東縣,高樹鄉,25-29,373
1370,2023-03-19,屏東縣,高樹鄉,15-19,400
1371,2023-03-18,屏東縣,高樹鄉,30-34,319
1372,2023-03-18,屏東縣,高樹鄉,65-69,337
1373,2023-03-18,屏東縣,高樹鄉,35-39,351
1374,2023-03-18,屏東縣,高樹鄉,45-49,318
1375,2023-03-18,屏東縣,高樹鄉,70+,940
1376,2023-03-17,屏東縣,高樹鄉,55-59,361
1377,2023-03-15,屏東縣,高樹鄉,20-24,427
1378,2023-03-15,屏東縣,高樹鄉,50-54,371
1379,2023-03-14,屏東縣,高樹鄉,40-44,340
1380,2023-03-11,屏東縣,高樹鄉,3,48
1381,2023-03-11,屏東縣,高樹鄉,10-14,273
1382,2023-03-11,屏東縣,高樹鄉,5-9,267
1383,2023-03-08,屏東縣,高樹鄉,2,40
1384,2023-03-06,屏東縣,高樹鄉,1,43
1385,2023-03-03,屏東縣,高樹鄉,0,44
1386,2023-02-23,屏東縣,高樹鄉,4,56
