UID,最後統計日期,縣市,鄉鎮,年齡層,累計確診人數
4998,2023-03-17,台東縣,海端鄉,25-29,113
4999,2023-03-14,台東縣,海端鄉,15-19,128
5000,2023-03-14,台東縣,海端鄉,10-14,144
5001,2023-03-11,台東縣,海端鄉,30-34,96
5002,2023-03-06,台東縣,海端鄉,20-24,113
5003,2023-03-02,台東縣,海端鄉,4,26
5004,2023-02-24,台東縣,海端鄉,70+,84
5005,2023-02-17,台東縣,海端鄉,50-54,81
5006,2023-02-11,台東縣,海端鄉,60-64,76
5007,2023-02-10,台東縣,海端鄉,5-9,114
5008,2023-02-09,台東縣,海端鄉,1,28
5009,2023-02-07,台東縣,海端鄉,40-44,119
5010,2023-02-04,台東縣,海端鄉,45-49,115
5011,2023-02-03,台東縣,海端鄉,0,22
5012,2023-02-01,台東縣,海端鄉,55-59,93
5013,2023-02-01,台東縣,海端鄉,35-39,111
5014,2023-01-24,台東縣,海端鄉,65-69,58
5015,2022-09-19,台東縣,海端鄉,2,17
5016,2022-08-27,台東縣,海端鄉,3,24
