UID,最後統計日期,縣市,鄉鎮,年齡層,累計確診人數
5663,2023-03-20,彰化縣,和美鎮,65-69,1767
5664,2023-03-20,彰化縣,和美鎮,35-39,3768
5665,2023-03-20,彰化縣,和美鎮,50-54,2222
5666,2023-03-19,彰化縣,和美鎮,15-19,2507
5667,2023-03-19,彰化縣,和美鎮,45-49,2783
5668,2023-03-19,彰化縣,和美鎮,1,411
5669,2023-03-19,彰化縣,和美鎮,25-29,3258
5670,2023-03-19,彰化縣,和美鎮,30-34,3473
5671,2023-03-19,彰化縣,和美鎮,70+,2922
5672,2023-03-19,彰化縣,和美鎮,10-14,2382
5673,2023-03-19,彰化縣,和美鎮,40-44,3703
5674,2023-03-18,彰化縣,和美鎮,5-9,2611
5675,2023-03-18,彰化縣,和美鎮,20-24,2536
5676,2023-03-18,彰化縣,和美鎮,0,280
5677,2023-03-18,彰化縣,和美鎮,60-64,2210
5678,2023-03-17,彰化縣,和美鎮,3,393
5679,2023-03-17,彰化縣,和美鎮,2,404
5680,2023-03-16,彰化縣,和美鎮,55-59,2268
5681,2023-03-16,彰化縣,和美鎮,4,447
