UID,最後統計日期,縣市,鄉鎮,年齡層,累計確診人數
1254,2023-03-18,高雄市,內門區,65-69,217
1255,2023-03-18,高雄市,內門區,35-39,180
1256,2023-03-18,高雄市,內門區,20-24,223
1257,2023-03-18,高雄市,內門區,10-14,106
1258,2023-03-17,高雄市,內門區,70+,636
1259,2023-03-16,高雄市,內門區,45-49,191
1260,2023-03-15,高雄市,內門區,5-9,145
1261,2023-03-15,高雄市,內門區,60-64,246
1262,2023-03-13,高雄市,內門區,15-19,227
1263,2023-03-11,高雄市,內門區,50-54,200
1264,2023-03-11,高雄市,內門區,25-29,205
1265,2023-03-11,高雄市,內門區,40-44,167
1266,2023-03-11,高雄市,內門區,30-34,207
1267,2023-03-07,高雄市,內門區,55-59,242
1268,2023-03-04,高雄市,內門區,1,36
1269,2023-02-21,高雄市,內門區,0,23
1270,2023-02-06,高雄市,內門區,2,41
1271,2023-01-31,高雄市,內門區,4,31
1272,2023-01-18,高雄市,內門區,3,32
