UID,最後統計日期,縣市,鄉鎮,年齡層,累計確診人數
2395,2023-07-21,雲林縣,全區,35-39,17109
2396,2023-03-25,雲林縣,全區,20-24,16023
2397,2023-03-21,雲林縣,全區,45-49,14871
2398,2023-03-21,雲林縣,全區,60-64,10318
2399,2023-03-20,雲林縣,全區,50-54,12021
2400,2023-03-20,雲林縣,全區,10-14,12669
2401,2023-03-20,雲林縣,全區,15-19,14379
2402,2023-03-20,雲林縣,全區,25-29,15865
2403,2023-03-20,雲林縣,全區,40-44,17979
2404,2023-03-20,雲林縣,全區,55-59,11185
2405,2023-03-20,雲林縣,全區,4,2254
2406,2023-03-20,雲林縣,全區,3,2102
2407,2023-03-20,雲林縣,全區,30-34,15111
2408,2023-03-20,雲林縣,全區,5-9,12623
2409,2023-03-20,雲林縣,全區,65-69,8944
2410,2023-03-20,雲林縣,全區,70+,20234
2411,2023-03-20,雲林縣,全區,0,1516
2412,2023-03-19,雲林縣,全區,1,2085
2413,2023-03-19,雲林縣,全區,2,2177
