UID,最後統計日期,縣市,鄉鎮,年齡層,累計確診人數
6100,2023-03-20,新竹縣,寶山鄉,10-14,354
6101,2023-03-20,新竹縣,寶山鄉,45-49,465
6102,2023-03-20,新竹縣,寶山鄉,50-54,392
6103,2023-03-20,新竹縣,寶山鄉,30-34,842
6104,2023-03-19,新竹縣,寶山鄉,3,59
6105,2023-03-19,新竹縣,寶山鄉,70+,332
6106,2023-03-19,新竹縣,寶山鄉,40-44,623
6107,2023-03-19,新竹縣,寶山鄉,5-9,388
6108,2023-03-18,新竹縣,寶山鄉,55-59,371
6109,2023-03-18,新竹縣,寶山鄉,35-39,683
6110,2023-03-18,新竹縣,寶山鄉,60-64,307
6111,2023-03-16,新竹縣,寶山鄉,0,45
6112,2023-03-16,新竹縣,寶山鄉,25-29,909
6113,2023-03-15,新竹縣,寶山鄉,20-24,418
6114,2023-03-15,新竹縣,寶山鄉,65-69,174
6115,2023-03-14,新竹縣,寶山鄉,4,95
6116,2023-03-14,新竹縣,寶山鄉,2,55
6117,2023-03-12,新竹縣,寶山鄉,15-19,355
6118,2023-03-10,新竹縣,寶山鄉,1,75
