UID,最後統計日期,縣市,鄉鎮,年齡層,累計確診人數
3269,2023-06-14,台南市,新營區,25-29,2236
3270,2023-06-14,台南市,新營區,5-9,1599
3271,2023-03-24,台南市,新營區,40-44,2640
3272,2023-03-20,台南市,新營區,45-49,2139
3273,2023-03-20,台南市,新營區,50-54,1881
3274,2023-03-19,台南市,新營區,65-69,1332
3275,2023-03-19,台南市,新營區,60-64,1641
3276,2023-03-19,台南市,新營區,2,255
3277,2023-03-19,台南市,新營區,20-24,1755
3278,2023-03-18,台南市,新營區,70+,2471
3279,2023-03-18,台南市,新營區,35-39,2526
3280,2023-03-18,台南市,新營區,55-59,1843
3281,2023-03-18,台南市,新營區,4,293
3282,2023-03-18,台南市,新營區,30-34,2321
3283,2023-03-18,台南市,新營區,15-19,1744
3284,2023-03-18,台南市,新營區,10-14,1573
3285,2023-03-18,台南市,新營區,0,164
3286,2023-03-15,台南市,新營區,1,251
3287,2023-03-13,台南市,新營區,3,244
