UID,最後統計日期,縣市,鄉鎮,年齡層,累計確診人數
1634,2023-06-14,屏東縣,新埤鄉,55-59,194
1635,2023-06-14,屏東縣,新埤鄉,40-44,174
1636,2023-06-14,屏東縣,新埤鄉,25-29,185
1637,2023-06-14,屏東縣,新埤鄉,60-64,202
1638,2023-06-14,屏東縣,新埤鄉,65-69,175
1639,2023-06-14,屏東縣,新埤鄉,70+,470
1640,2023-06-14,屏東縣,新埤鄉,45-49,160
1641,2023-06-14,屏東縣,新埤鄉,50-54,160
1642,2023-06-14,屏東縣,新埤鄉,35-39,177
1643,2023-06-14,屏東縣,新埤鄉,20-24,177
1644,2023-03-17,屏東縣,新埤鄉,15-19,154
1645,2023-03-11,屏東縣,新埤鄉,0,26
1646,2023-03-04,屏東縣,新埤鄉,30-34,164
1647,2023-03-04,屏東縣,新埤鄉,2,33
1648,2023-02-18,屏東縣,新埤鄉,10-14,105
1649,2023-02-12,屏東縣,新埤鄉,5-9,114
1650,2023-02-06,屏東縣,新埤鄉,4,22
1651,2023-01-08,屏東縣,新埤鄉,1,35
1652,2022-10-19,屏東縣,新埤鄉,3,25
