UID,最後統計日期,縣市,鄉鎮,年齡層,累計確診人數
1862,2023-03-20,屏東縣,琉球鄉,25-29,249
1863,2023-03-18,屏東縣,琉球鄉,65-69,166
1864,2023-03-17,屏東縣,琉球鄉,30-34,184
1865,2023-03-17,屏東縣,琉球鄉,60-64,151
1866,2023-03-15,屏東縣,琉球鄉,70+,302
1867,2023-03-12,屏東縣,琉球鄉,10-14,157
1868,2023-03-10,屏東縣,琉球鄉,35-39,209
1869,2023-03-09,屏東縣,琉球鄉,20-24,169
1870,2023-02-28,屏東縣,琉球鄉,55-59,162
1871,2023-02-23,屏東縣,琉球鄉,0,12
1872,2023-02-22,屏東縣,琉球鄉,45-49,124
1873,2023-02-22,屏東縣,琉球鄉,5-9,153
1874,2023-02-17,屏東縣,琉球鄉,40-44,177
1875,2023-02-14,屏東縣,琉球鄉,50-54,140
1876,2023-02-14,屏東縣,琉球鄉,4,27
1877,2023-02-13,屏東縣,琉球鄉,15-19,141
1878,2023-02-12,屏東縣,琉球鄉,1,19
1879,2023-01-31,屏東縣,琉球鄉,3,25
1880,2023-01-26,屏東縣,琉球鄉,2,25
