UID,最後統計日期,縣市,鄉鎮,年齡層,累計確診人數
7048,2023-03-13,嘉義縣,阿里山鄉,55-59,101
7049,2023-03-13,嘉義縣,阿里山鄉,20-24,114
7050,2023-03-11,嘉義縣,阿里山鄉,15-19,119
7051,2023-03-10,嘉義縣,阿里山鄉,50-54,113
7052,2023-03-09,嘉義縣,阿里山鄉,60-64,121
7053,2023-03-07,嘉義縣,阿里山鄉,35-39,107
7054,2023-03-07,嘉義縣,阿里山鄉,70+,138
7055,2023-03-07,嘉義縣,阿里山鄉,45-49,94
7056,2023-03-06,嘉義縣,阿里山鄉,65-69,83
7057,2023-03-05,嘉義縣,阿里山鄉,30-34,106
7058,2023-03-04,嘉義縣,阿里山鄉,0,21
7059,2023-03-01,嘉義縣,阿里山鄉,4,15
7060,2023-03-01,嘉義縣,阿里山鄉,40-44,105
7061,2023-02-28,嘉義縣,阿里山鄉,3,27
7062,2023-02-28,嘉義縣,阿里山鄉,2,18
7063,2023-02-28,嘉義縣,阿里山鄉,1,20
7064,2023-02-24,嘉義縣,阿里山鄉,5-9,117
7065,2023-02-23,嘉義縣,阿里山鄉,10-14,109
7066,2023-02-16,嘉義縣,阿里山鄉,25-29,130
