UID,最後統計日期,縣市,鄉鎮,年齡層,累計確診人數
6252,2023-03-18,澎湖縣,湖西鄉,10-14,187
6253,2023-03-18,澎湖縣,湖西鄉,50-54,325
6254,2023-03-17,澎湖縣,湖西鄉,40-44,376
6255,2023-03-16,澎湖縣,湖西鄉,25-29,369
6256,2023-03-16,澎湖縣,湖西鄉,55-59,295
6257,2023-03-15,澎湖縣,湖西鄉,1,33
6258,2023-03-13,澎湖縣,湖西鄉,35-39,326
6259,2023-03-12,澎湖縣,湖西鄉,5-9,187
6260,2023-03-12,澎湖縣,湖西鄉,70+,460
6261,2023-03-12,澎湖縣,湖西鄉,60-64,299
6262,2023-03-11,澎湖縣,湖西鄉,30-34,302
6263,2023-03-11,澎湖縣,湖西鄉,15-19,195
6264,2023-03-10,澎湖縣,湖西鄉,0,28
6265,2023-03-09,澎湖縣,湖西鄉,65-69,212
6266,2023-03-09,澎湖縣,湖西鄉,20-24,355
6267,2023-03-07,澎湖縣,湖西鄉,45-49,327
6268,2023-02-26,澎湖縣,湖西鄉,3,37
6269,2023-02-20,澎湖縣,湖西鄉,2,46
6270,2023-01-07,澎湖縣,湖西鄉,4,27
