UID,最後統計日期,縣市,鄉鎮,年齡層,累計確診人數
5036,2023-03-15,台東縣,延平鄉,20-24,94
5037,2023-02-27,台東縣,延平鄉,35-39,94
5038,2023-02-26,台東縣,延平鄉,45-49,87
5039,2023-02-26,台東縣,延平鄉,3,20
5040,2023-02-25,台東縣,延平鄉,60-64,78
5041,2023-02-20,台東縣,延平鄉,2,19
5042,2023-02-17,台東縣,延平鄉,50-54,85
5043,2023-02-15,台東縣,延平鄉,55-59,84
5044,2023-02-13,台東縣,延平鄉,40-44,86
5045,2023-02-13,台東縣,延平鄉,10-14,100
5046,2023-02-09,台東縣,延平鄉,30-34,82
5047,2023-02-06,台東縣,延平鄉,70+,68
5048,2023-02-06,台東縣,延平鄉,15-19,103
5049,2023-01-28,台東縣,延平鄉,5-9,121
5050,2023-01-26,台東縣,延平鄉,65-69,52
5051,2023-01-24,台東縣,延平鄉,25-29,82
5052,2023-01-22,台東縣,延平鄉,0,19
5053,2022-11-25,台東縣,延平鄉,4,22
5054,2022-10-13,台東縣,延平鄉,1,23
