UID,發佈統計日期,縣市,年齡層,第1劑接種率,第2劑接種率,基礎加強劑接種率,第1次追加劑接種率,第2次追加劑接種率,第3次追加劑接種率,第4次追加劑接種率,第5次追加劑接種率
37,2023-09-17,台南市,全區,89.60,85.40,1.30,73.80,25.50,0.00,0.00,0.00
38,2023-09-17,台南市,6個月-4歲,47.30,30.40,4.80,2.00,0.00,0.00,0.00,0.00
39,2023-09-17,台南市,5-11歲,86.00,68.40,0.50,22.00,0.60,0.00,0.00,0.00
40,2023-09-17,台南市,12-17歲,94.30,86.60,1.50,63.70,5.20,0.00,0.00,0.00
41,2023-09-17,台南市,18-29歲,95.90,93.00,0.70,81.90,14.90,0.00,0.00,0.00
42,2023-09-17,台南市,30-49歲,93.60,90.90,1.10,83.20,24.70,0.00,0.00,0.00
43,2023-09-17,台南市,50-64歲,89.80,87.30,1.30,80.00,32.00,0.00,0.00,0.00
44,2023-09-17,台南市,65-74歲,88.70,86.30,1.70,79.90,46.20,14.40,0.00,0.00
45,2023-09-17,台南市,75歲以上,81.10,77.70,1.40,69.20,41.40,13.20,0.00,0.00
292,2023-09-10,台南市,全區,89.70,85.40,1.30,73.80,25.50,0.00,0.00,0.00
293,2023-09-10,台南市,6個月-4歲,47.60,30.50,4.80,2.00,0.00,0.00,0.00,0.00
294,2023-09-10,台南市,5-11歲,86.10,68.50,0.50,22.00,0.60,0.00,0.00,0.00
295,2023-09-10,台南市,12-17歲,94.30,86.70,1.50,63.80,5.20,0.00,0.00,0.00
296,2023-09-10,台南市,18-29歲,96.00,93.00,0.70,82.00,14.90,0.00,0.00,0.00
297,2023-09-10,台南市,30-49歲,93.60,90.90,1.10,83.20,24.70,0.00,0.00,0.00
298,2023-09-10,台南市,50-64歲,89.80,87.30,1.30,80.00,32.00,0.00,0.00,0.00
299,2023-09-10,台南市,65-74歲,88.60,86.20,1.70,79.80,46.20,14.40,0.00,0.00
300,2023-09-10,台南市,75歲以上,81.00,77.60,1.40,69.10,41.40,13.20,0.00,0.00
