UID,最後統計日期,縣市,鄉鎮,年齡層,累計確診人數
5549,2023-03-20,彰化縣,田尾鄉,50-54,526
5550,2023-03-20,彰化縣,田尾鄉,0,73
5551,2023-03-19,彰化縣,田尾鄉,25-29,635
5552,2023-03-19,彰化縣,田尾鄉,20-24,606
5553,2023-03-19,彰化縣,田尾鄉,65-69,369
5554,2023-03-19,彰化縣,田尾鄉,60-64,462
5555,2023-03-19,彰化縣,田尾鄉,30-34,633
5556,2023-03-19,彰化縣,田尾鄉,3,88
5557,2023-03-18,彰化縣,田尾鄉,70+,845
5558,2023-03-18,彰化縣,田尾鄉,15-19,581
5559,2023-03-18,彰化縣,田尾鄉,35-39,577
5560,2023-03-18,彰化縣,田尾鄉,40-44,620
5561,2023-03-17,彰化縣,田尾鄉,10-14,473
5562,2023-03-16,彰化縣,田尾鄉,55-59,489
5563,2023-03-16,彰化縣,田尾鄉,45-49,550
5564,2023-03-15,彰化縣,田尾鄉,5-9,440
5565,2023-03-12,彰化縣,田尾鄉,2,89
5566,2023-03-03,彰化縣,田尾鄉,4,95
5567,2023-02-25,彰化縣,田尾鄉,1,99
