UID,最後統計日期,縣市,鄉鎮,年齡層,累計確診人數
6896,2023-03-20,嘉義縣,太保市,40-44,1287
6897,2023-03-20,嘉義縣,太保市,30-34,1173
6898,2023-03-20,嘉義縣,太保市,15-19,1097
6899,2023-03-19,嘉義縣,太保市,20-24,1112
6900,2023-03-19,嘉義縣,太保市,35-39,1112
6901,2023-03-19,嘉義縣,太保市,65-69,402
6902,2023-03-19,嘉義縣,太保市,60-64,628
6903,2023-03-19,嘉義縣,太保市,55-59,802
6904,2023-03-19,嘉義縣,太保市,50-54,1021
6905,2023-03-19,嘉義縣,太保市,4,160
6906,2023-03-19,嘉義縣,太保市,25-29,1267
6907,2023-03-18,嘉義縣,太保市,5-9,907
6908,2023-03-18,嘉義縣,太保市,45-49,1140
6909,2023-03-18,嘉義縣,太保市,70+,824
6910,2023-03-17,嘉義縣,太保市,10-14,953
6911,2023-03-14,嘉義縣,太保市,0,106
6912,2023-03-12,嘉義縣,太保市,3,153
6913,2023-03-12,嘉義縣,太保市,2,170
6914,2023-03-09,嘉義縣,太保市,1,170
